Year,Gebietseinheit,Kategorie,GeoCode,Value
2011,Niedersachsen,Wohnungen_Insgesamt,K030,3820559.0
2012,Niedersachsen,Wohnungen_Insgesamt,K030,3840475.0
2013,Niedersachsen,Wohnungen_Insgesamt,K030,3863171.0
2014,Niedersachsen,Wohnungen_Insgesamt,K030,3888731.0
2015,Niedersachsen,Wohnungen_Insgesamt,K030,3914139.0
2016,Niedersachsen,Wohnungen_Insgesamt,K030,3943369.0
2017,Niedersachsen,Wohnungen_Insgesamt,K030,3971972.0
2018,Niedersachsen,Wohnungen_Insgesamt,K030,3999256.0
2019,Niedersachsen,Wohnungen_Insgesamt,K030,4027384.0
2011,Braunschweig,Wohnungen_Insgesamt,K031,820366.0
2012,Braunschweig,Wohnungen_Insgesamt,K031,822205.0
2013,Braunschweig,Wohnungen_Insgesamt,K031,824615.0
2014,Braunschweig,Wohnungen_Insgesamt,K031,827735.0
2015,Braunschweig,Wohnungen_Insgesamt,K031,830798.0
2016,Braunschweig,Wohnungen_Insgesamt,K031,834687.0
2017,Braunschweig,Wohnungen_Insgesamt,K031,838761.0
2018,Braunschweig,Wohnungen_Insgesamt,K031,842376.0
2019,Braunschweig,Wohnungen_Insgesamt,K031,846432.0
2011,Braunschweig Stadt,Wohnungen_Insgesamt,K03101,135723.0
2012,Braunschweig Stadt,Wohnungen_Insgesamt,K03101,136237.0
2013,Braunschweig Stadt,Wohnungen_Insgesamt,K03101,136582.0
2014,Braunschweig Stadt,Wohnungen_Insgesamt,K03101,137072.0
2015,Braunschweig Stadt,Wohnungen_Insgesamt,K03101,137475.0
2016,Braunschweig Stadt,Wohnungen_Insgesamt,K03101,137907.0
2017,Braunschweig Stadt,Wohnungen_Insgesamt,K03101,138206.0
2018,Braunschweig Stadt,Wohnungen_Insgesamt,K03101,138836.0
2019,Braunschweig Stadt,Wohnungen_Insgesamt,K03101,139318.0
2011,Salzgitter.Stadt,Wohnungen_Insgesamt,K03102,54966.0
2012,Salzgitter.Stadt,Wohnungen_Insgesamt,K03102,55028.0
2013,Salzgitter.Stadt,Wohnungen_Insgesamt,K03102,55136.0
2014,Salzgitter.Stadt,Wohnungen_Insgesamt,K03102,55191.0
2015,Salzgitter.Stadt,Wohnungen_Insgesamt,K03102,55249.0
2016,Salzgitter.Stadt,Wohnungen_Insgesamt,K03102,55328.0
2017,Salzgitter.Stadt,Wohnungen_Insgesamt,K03102,55435.0
2018,Salzgitter.Stadt,Wohnungen_Insgesamt,K03102,55515.0
2019,Salzgitter.Stadt,Wohnungen_Insgesamt,K03102,55624.0
2011,Wolfsburg.Stadt,Wohnungen_Insgesamt,K03103,63912.0
2012,Wolfsburg.Stadt,Wohnungen_Insgesamt,K03103,63875.0
2013,Wolfsburg.Stadt,Wohnungen_Insgesamt,K03103,64068.0
2014,Wolfsburg.Stadt,Wohnungen_Insgesamt,K03103,64472.0
2015,Wolfsburg.Stadt,Wohnungen_Insgesamt,K03103,64691.0
2016,Wolfsburg.Stadt,Wohnungen_Insgesamt,K03103,65346.0
2017,Wolfsburg.Stadt,Wohnungen_Insgesamt,K03103,65795.0
2018,Wolfsburg.Stadt,Wohnungen_Insgesamt,K03103,66015.0
2019,Wolfsburg.Stadt,Wohnungen_Insgesamt,K03103,66400.0
2011,Gifhorn,Wohnungen_Insgesamt,K03151,75932.0
2012,Gifhorn,Wohnungen_Insgesamt,K03151,76341.0
2013,Gifhorn,Wohnungen_Insgesamt,K03151,76953.0
2014,Gifhorn,Wohnungen_Insgesamt,K03151,77676.0
2015,Gifhorn,Wohnungen_Insgesamt,K03151,78369.0
2016,Gifhorn,Wohnungen_Insgesamt,K03151,79101.0
2017,Gifhorn,Wohnungen_Insgesamt,K03151,80129.0
2018,Gifhorn,Wohnungen_Insgesamt,K03151,80960.0
2019,Gifhorn,Wohnungen_Insgesamt,K03151,81787.0
2011,Goslar,Wohnungen_Insgesamt,K03153,80233.0
2012,Goslar,Wohnungen_Insgesamt,K03153,80265.0
2013,Goslar,Wohnungen_Insgesamt,K03153,80335.0
2014,Goslar,Wohnungen_Insgesamt,K03153,80444.0
2015,Goslar,Wohnungen_Insgesamt,K03153,80517.0
2016,Goslar,Wohnungen_Insgesamt,K03153,80638.0
2017,Goslar,Wohnungen_Insgesamt,K03153,80783.0
2018,Goslar,Wohnungen_Insgesamt,K03153,80850.0
2019,Goslar,Wohnungen_Insgesamt,K03153,81015.0
2011,Helmstedt,Wohnungen_Insgesamt,K03154,47205.0
2012,Helmstedt,Wohnungen_Insgesamt,K03154,47254.0
2013,Helmstedt,Wohnungen_Insgesamt,K03154,47376.0
2014,Helmstedt,Wohnungen_Insgesamt,K03154,47558.0
2015,Helmstedt,Wohnungen_Insgesamt,K03154,47691.0
2016,Helmstedt,Wohnungen_Insgesamt,K03154,47931.0
2017,Helmstedt,Wohnungen_Insgesamt,K03154,48183.0
2018,Helmstedt,Wohnungen_Insgesamt,K03154,48470.0
2019,Helmstedt,Wohnungen_Insgesamt,K03154,48737.0
2011,Northeim,Wohnungen_Insgesamt,K03155,68858.0
2012,Northeim,Wohnungen_Insgesamt,K03155,68938.0
2013,Northeim,Wohnungen_Insgesamt,K03155,69004.0
2014,Northeim,Wohnungen_Insgesamt,K03155,69096.0
2015,Northeim,Wohnungen_Insgesamt,K03155,69192.0
2016,Northeim,Wohnungen_Insgesamt,K03155,69315.0
2017,Northeim,Wohnungen_Insgesamt,K03155,69535.0
2018,Northeim,Wohnungen_Insgesamt,K03155,69739.0
2019,Northeim,Wohnungen_Insgesamt,K03155,69981.0
2011,Peine,Wohnungen_Insgesamt,K03157,60912.0
2012,Peine,Wohnungen_Insgesamt,K03157,61174.0
2013,Peine,Wohnungen_Insgesamt,K03157,61474.0
2014,Peine,Wohnungen_Insgesamt,K03157,61768.0
2015,Peine,Wohnungen_Insgesamt,K03157,62312.0
2016,Peine,Wohnungen_Insgesamt,K03157,62788.0
2017,Peine,Wohnungen_Insgesamt,K03157,63478.0
2018,Peine,Wohnungen_Insgesamt,K03157,64003.0
2019,Peine,Wohnungen_Insgesamt,K03157,64671.0
2011,Wolfenbüttel,Wohnungen_Insgesamt,K03158,59846.0
2012,Wolfenbüttel,Wohnungen_Insgesamt,K03158,60011.0
2013,Wolfenbüttel,Wohnungen_Insgesamt,K03158,60179.0
2014,Wolfenbüttel,Wohnungen_Insgesamt,K03158,60400.0
2015,Wolfenbüttel,Wohnungen_Insgesamt,K03158,60712.0
2016,Wolfenbüttel,Wohnungen_Insgesamt,K03158,61089.0
2017,Wolfenbüttel,Wohnungen_Insgesamt,K03158,61287.0
2018,Wolfenbüttel,Wohnungen_Insgesamt,K03158,61543.0
2019,Wolfenbüttel,Wohnungen_Insgesamt,K03158,61863.0
2011,Göttingen,Wohnungen_Insgesamt,K03159,172779.0
2012,Göttingen,Wohnungen_Insgesamt,K03159,173082.0
2013,Göttingen,Wohnungen_Insgesamt,K03159,173508.0
2014,Göttingen,Wohnungen_Insgesamt,K03159,174058.0
2015,Göttingen,Wohnungen_Insgesamt,K03159,174590.0
2016,Göttingen,Wohnungen_Insgesamt,K03159,175244.0
2017,Göttingen,Wohnungen_Insgesamt,K03159,175930.0
2018,Göttingen,Wohnungen_Insgesamt,K03159,176445.0
2019,Göttingen,Wohnungen_Insgesamt,K03159,177036.0
2011,Hannover,Wohnungen_Insgesamt,K032,1068063.0
2012,Hannover,Wohnungen_Insgesamt,K032,1072232.0
2013,Hannover,Wohnungen_Insgesamt,K032,1075980.0
2014,Hannover,Wohnungen_Insgesamt,K032,1080187.0
2015,Hannover,Wohnungen_Insgesamt,K032,1085005.0
2016,Hannover,Wohnungen_Insgesamt,K032,1089713.0
2017,Hannover,Wohnungen_Insgesamt,K032,1094726.0
2018,Hannover,Wohnungen_Insgesamt,K032,1100175.0
2019,Hannover,Wohnungen_Insgesamt,K032,1105718.0
2011,Hannover Region,Wohnungen_Insgesamt,K03241,581008.0
2012,Hannover Region,Wohnungen_Insgesamt,K03241,583514.0
2013,Hannover Region,Wohnungen_Insgesamt,K03241,585492.0
2014,Hannover Region,Wohnungen_Insgesamt,K03241,587991.0
2015,Hannover Region,Wohnungen_Insgesamt,K03241,590722.0
2016,Hannover Region,Wohnungen_Insgesamt,K03241,593375.0
2017,Hannover Region,Wohnungen_Insgesamt,K03241,596488.0
2018,Hannover Region,Wohnungen_Insgesamt,K03241,599673.0
2019,Hannover Region,Wohnungen_Insgesamt,K03241,602855.0
2011,Hannover Landeshauptstadt,Wohnungen_Insgesamt,K03241001,289399.0
2012,Hannover Landeshauptstadt,Wohnungen_Insgesamt,K03241001,290418.0
2013,Hannover Landeshauptstadt,Wohnungen_Insgesamt,K03241001,291067.0
2014,Hannover Landeshauptstadt,Wohnungen_Insgesamt,K03241001,292121.0
2015,Hannover Landeshauptstadt,Wohnungen_Insgesamt,K03241001,293352.0
2016,Hannover Landeshauptstadt,Wohnungen_Insgesamt,K03241001,294257.0
2017,Hannover Landeshauptstadt,Wohnungen_Insgesamt,K03241001,295357.0
2018,Hannover Landeshauptstadt,Wohnungen_Insgesamt,K03241001,296889.0
2019,Hannover Landeshauptstadt,Wohnungen_Insgesamt,K03241001,298085.0
2011,Diepholz,Wohnungen_Insgesamt,K03251,95989.0
2012,Diepholz,Wohnungen_Insgesamt,K03251,96778.0
2013,Diepholz,Wohnungen_Insgesamt,K03251,97446.0
2014,Diepholz,Wohnungen_Insgesamt,K03251,98143.0
2015,Diepholz,Wohnungen_Insgesamt,K03251,98892.0
2016,Diepholz,Wohnungen_Insgesamt,K03251,99661.0
2017,Diepholz,Wohnungen_Insgesamt,K03251,100371.0
2018,Diepholz,Wohnungen_Insgesamt,K03251,101148.0
2019,Diepholz,Wohnungen_Insgesamt,K03251,101962.0
2011,Hameln-Pyrmont,Wohnungen_Insgesamt,K03252,79401.0
2012,Hameln-Pyrmont,Wohnungen_Insgesamt,K03252,79505.0
2013,Hameln-Pyrmont,Wohnungen_Insgesamt,K03252,79731.0
2014,Hameln-Pyrmont,Wohnungen_Insgesamt,K03252,79906.0
2015,Hameln-Pyrmont,Wohnungen_Insgesamt,K03252,80053.0
2016,Hameln-Pyrmont,Wohnungen_Insgesamt,K03252,80146.0
2017,Hameln-Pyrmont,Wohnungen_Insgesamt,K03252,80288.0
2018,Hameln-Pyrmont,Wohnungen_Insgesamt,K03252,80392.0
2019,Hameln-Pyrmont,Wohnungen_Insgesamt,K03252,80558.0
2011,Hildesheim,Wohnungen_Insgesamt,K03254,139530.0
2012,Hildesheim,Wohnungen_Insgesamt,K03254,139773.0
2013,Hildesheim,Wohnungen_Insgesamt,K03254,140162.0
2014,Hildesheim,Wohnungen_Insgesamt,K03254,140566.0
2015,Hildesheim,Wohnungen_Insgesamt,K03254,141041.0
2016,Hildesheim,Wohnungen_Insgesamt,K03254,141521.0
2017,Hildesheim,Wohnungen_Insgesamt,K03254,141971.0
2018,Hildesheim,Wohnungen_Insgesamt,K03254,142530.0
2019,Hildesheim,Wohnungen_Insgesamt,K03254,143067.0
2011,Holzminden,Wohnungen_Insgesamt,K03255,38186.0
2012,Holzminden,Wohnungen_Insgesamt,K03255,38234.0
2013,Holzminden,Wohnungen_Insgesamt,K03255,38245.0
2014,Holzminden,Wohnungen_Insgesamt,K03255,38260.0
2015,Holzminden,Wohnungen_Insgesamt,K03255,38341.0
2016,Holzminden,Wohnungen_Insgesamt,K03255,38399.0
2017,Holzminden,Wohnungen_Insgesamt,K03255,38446.0
2018,Holzminden,Wohnungen_Insgesamt,K03255,38515.0
2019,Holzminden,Wohnungen_Insgesamt,K03255,38572.0
2011,Nienburg (Weser),Wohnungen_Insgesamt,K03256,55706.0
2012,Nienburg (Weser),Wohnungen_Insgesamt,K03256,55935.0
2013,Nienburg (Weser),Wohnungen_Insgesamt,K03256,56181.0
2014,Nienburg (Weser),Wohnungen_Insgesamt,K03256,56398.0
2015,Nienburg (Weser),Wohnungen_Insgesamt,K03256,56695.0
2016,Nienburg (Weser),Wohnungen_Insgesamt,K03256,57087.0
2017,Nienburg (Weser),Wohnungen_Insgesamt,K03256,57339.0
2018,Nienburg (Weser),Wohnungen_Insgesamt,K03256,57692.0
2019,Nienburg (Weser),Wohnungen_Insgesamt,K03256,58075.0
2011,Schaumburg,Wohnungen_Insgesamt,K03257,78243.0
2012,Schaumburg,Wohnungen_Insgesamt,K03257,78493.0
2013,Schaumburg,Wohnungen_Insgesamt,K03257,78723.0
2014,Schaumburg,Wohnungen_Insgesamt,K03257,78923.0
2015,Schaumburg,Wohnungen_Insgesamt,K03257,79261.0
2016,Schaumburg,Wohnungen_Insgesamt,K03257,79524.0
2017,Schaumburg,Wohnungen_Insgesamt,K03257,79823.0
2018,Schaumburg,Wohnungen_Insgesamt,K03257,80225.0
2019,Schaumburg,Wohnungen_Insgesamt,K03257,80629.0
2011,Lüneburg,Wohnungen_Insgesamt,K033,800794.0
2012,Lüneburg,Wohnungen_Insgesamt,K033,805081.0
2013,Lüneburg,Wohnungen_Insgesamt,K033,810367.0
2014,Lüneburg,Wohnungen_Insgesamt,K033,816272.0
2015,Lüneburg,Wohnungen_Insgesamt,K033,822487.0
2016,Lüneburg,Wohnungen_Insgesamt,K033,830154.0
2017,Lüneburg,Wohnungen_Insgesamt,K033,837157.0
2018,Lüneburg,Wohnungen_Insgesamt,K033,843170.0
2019,Lüneburg,Wohnungen_Insgesamt,K033,849817.0
2011,Celle,Wohnungen_Insgesamt,K03351,87113.0
2012,Celle,Wohnungen_Insgesamt,K03351,87243.0
2013,Celle,Wohnungen_Insgesamt,K03351,87576.0
2014,Celle,Wohnungen_Insgesamt,K03351,87944.0
2015,Celle,Wohnungen_Insgesamt,K03351,88333.0
2016,Celle,Wohnungen_Insgesamt,K03351,88856.0
2017,Celle,Wohnungen_Insgesamt,K03351,89201.0
2018,Celle,Wohnungen_Insgesamt,K03351,89768.0
2019,Celle,Wohnungen_Insgesamt,K03351,90255.0
2011,Cuxhaven,Wohnungen_Insgesamt,K03352,99501.0
2012,Cuxhaven,Wohnungen_Insgesamt,K03352,100119.0
2013,Cuxhaven,Wohnungen_Insgesamt,K03352,100744.0
2014,Cuxhaven,Wohnungen_Insgesamt,K03352,101530.0
2015,Cuxhaven,Wohnungen_Insgesamt,K03352,102130.0
2016,Cuxhaven,Wohnungen_Insgesamt,K03352,103005.0
2017,Cuxhaven,Wohnungen_Insgesamt,K03352,103738.0
2018,Cuxhaven,Wohnungen_Insgesamt,K03352,104308.0
2019,Cuxhaven,Wohnungen_Insgesamt,K03352,105112.0
2011,Harburg,Wohnungen_Insgesamt,K03353,113640.0
2012,Harburg,Wohnungen_Insgesamt,K03353,114640.0
2013,Harburg,Wohnungen_Insgesamt,K03353,115761.0
2014,Harburg,Wohnungen_Insgesamt,K03353,116911.0
2015,Harburg,Wohnungen_Insgesamt,K03353,117999.0
2016,Harburg,Wohnungen_Insgesamt,K03353,119535.0
2017,Harburg,Wohnungen_Insgesamt,K03353,120603.0
2018,Harburg,Wohnungen_Insgesamt,K03353,121465.0
2019,Harburg,Wohnungen_Insgesamt,K03353,122794.0
2011,Lüchow-Dannenberg,Wohnungen_Insgesamt,K03354,26055.0
2012,Lüchow-Dannenberg,Wohnungen_Insgesamt,K03354,26095.0
2013,Lüchow-Dannenberg,Wohnungen_Insgesamt,K03354,26148.0
2014,Lüchow-Dannenberg,Wohnungen_Insgesamt,K03354,26248.0
2015,Lüchow-Dannenberg,Wohnungen_Insgesamt,K03354,26325.0
2016,Lüchow-Dannenberg,Wohnungen_Insgesamt,K03354,26491.0
2017,Lüchow-Dannenberg,Wohnungen_Insgesamt,K03354,26530.0
2018,Lüchow-Dannenberg,Wohnungen_Insgesamt,K03354,26629.0
2019,Lüchow-Dannenberg,Wohnungen_Insgesamt,K03354,26751.0
2011,Lüneburg,Wohnungen_Insgesamt,K03355,84930.0
2012,Lüneburg,Wohnungen_Insgesamt,K03355,85570.0
2013,Lüneburg,Wohnungen_Insgesamt,K03355,86345.0
2014,Lüneburg,Wohnungen_Insgesamt,K03355,86872.0
2015,Lüneburg,Wohnungen_Insgesamt,K03355,87648.0
2016,Lüneburg,Wohnungen_Insgesamt,K03355,88445.0
2017,Lüneburg,Wohnungen_Insgesamt,K03355,89810.0
2018,Lüneburg,Wohnungen_Insgesamt,K03355,90419.0
2019,Lüneburg,Wohnungen_Insgesamt,K03355,90573.0
2011,Osterholz,Wohnungen_Insgesamt,K03356,50382.0
2012,Osterholz,Wohnungen_Insgesamt,K03356,50700.0
2013,Osterholz,Wohnungen_Insgesamt,K03356,50935.0
2014,Osterholz,Wohnungen_Insgesamt,K03356,51296.0
2015,Osterholz,Wohnungen_Insgesamt,K03356,51635.0
2016,Osterholz,Wohnungen_Insgesamt,K03356,51989.0
2017,Osterholz,Wohnungen_Insgesamt,K03356,52382.0
2018,Osterholz,Wohnungen_Insgesamt,K03356,52746.0
2019,Osterholz,Wohnungen_Insgesamt,K03356,53316.0
2011,Rotenburg (Wümme),Wohnungen_Insgesamt,K03357,72662.0
2012,Rotenburg (Wümme),Wohnungen_Insgesamt,K03357,73096.0
2013,Rotenburg (Wümme),Wohnungen_Insgesamt,K03357,73502.0
2014,Rotenburg (Wümme),Wohnungen_Insgesamt,K03357,74123.0
2015,Rotenburg (Wümme),Wohnungen_Insgesamt,K03357,74661.0
2016,Rotenburg (Wümme),Wohnungen_Insgesamt,K03357,75383.0
2017,Rotenburg (Wümme),Wohnungen_Insgesamt,K03357,76132.0
2018,Rotenburg (Wümme),Wohnungen_Insgesamt,K03357,76760.0
2019,Rotenburg (Wümme),Wohnungen_Insgesamt,K03357,77540.0
2011,Heidekreis,Wohnungen_Insgesamt,K03358,66345.0
2012,Heidekreis,Wohnungen_Insgesamt,K03358,66497.0
2013,Heidekreis,Wohnungen_Insgesamt,K03358,66718.0
2014,Heidekreis,Wohnungen_Insgesamt,K03358,66984.0
2015,Heidekreis,Wohnungen_Insgesamt,K03358,67239.0
2016,Heidekreis,Wohnungen_Insgesamt,K03358,67715.0
2017,Heidekreis,Wohnungen_Insgesamt,K03358,68016.0
2018,Heidekreis,Wohnungen_Insgesamt,K03358,68359.0
2019,Heidekreis,Wohnungen_Insgesamt,K03358,68712.0
2011,Stade,Wohnungen_Insgesamt,K03359,91796.0
2012,Stade,Wohnungen_Insgesamt,K03359,92584.0
2013,Stade,Wohnungen_Insgesamt,K03359,93428.0
2014,Stade,Wohnungen_Insgesamt,K03359,94507.0
2015,Stade,Wohnungen_Insgesamt,K03359,95870.0
2016,Stade,Wohnungen_Insgesamt,K03359,97083.0
2017,Stade,Wohnungen_Insgesamt,K03359,98424.0
2018,Stade,Wohnungen_Insgesamt,K03359,99807.0
2019,Stade,Wohnungen_Insgesamt,K03359,100879.0
2011,Uelzen,Wohnungen_Insgesamt,K03360,47250.0
2012,Uelzen,Wohnungen_Insgesamt,K03360,47357.0
2013,Uelzen,Wohnungen_Insgesamt,K03360,47511.0
2014,Uelzen,Wohnungen_Insgesamt,K03360,47710.0
2015,Uelzen,Wohnungen_Insgesamt,K03360,47821.0
2016,Uelzen,Wohnungen_Insgesamt,K03360,48234.0
2017,Uelzen,Wohnungen_Insgesamt,K03360,48364.0
2018,Uelzen,Wohnungen_Insgesamt,K03360,48543.0
2019,Uelzen,Wohnungen_Insgesamt,K03360,48810.0
2011,Verden,Wohnungen_Insgesamt,K03361,61120.0
2012,Verden,Wohnungen_Insgesamt,K03361,61180.0
2013,Verden,Wohnungen_Insgesamt,K03361,61699.0
2014,Verden,Wohnungen_Insgesamt,K03361,62147.0
2015,Verden,Wohnungen_Insgesamt,K03361,62826.0
2016,Verden,Wohnungen_Insgesamt,K03361,63418.0
2017,Verden,Wohnungen_Insgesamt,K03361,63957.0
2018,Verden,Wohnungen_Insgesamt,K03361,64366.0
2019,Verden,Wohnungen_Insgesamt,K03361,65075.0
2011,Weser-Ems,Wohnungen_Insgesamt,K034,1131336.0
2012,Weser-Ems,Wohnungen_Insgesamt,K034,1140957.0
2013,Weser-Ems,Wohnungen_Insgesamt,K034,1152209.0
2014,Weser-Ems,Wohnungen_Insgesamt,K034,1164537.0
2015,Weser-Ems,Wohnungen_Insgesamt,K034,1175849.0
2016,Weser-Ems,Wohnungen_Insgesamt,K034,1188815.0
2017,Weser-Ems,Wohnungen_Insgesamt,K034,1201328.0
2018,Weser-Ems,Wohnungen_Insgesamt,K034,1213535.0
2019,Weser-Ems,Wohnungen_Insgesamt,K034,1225417.0
2011,Delmenhorst.Stadt,Wohnungen_Insgesamt,K03401,37543.0
2012,Delmenhorst.Stadt,Wohnungen_Insgesamt,K03401,37729.0
2013,Delmenhorst.Stadt,Wohnungen_Insgesamt,K03401,37886.0
2014,Delmenhorst.Stadt,Wohnungen_Insgesamt,K03401,38112.0
2015,Delmenhorst.Stadt,Wohnungen_Insgesamt,K03401,38260.0
2016,Delmenhorst.Stadt,Wohnungen_Insgesamt,K03401,38455.0
2017,Delmenhorst.Stadt,Wohnungen_Insgesamt,K03401,38665.0
2018,Delmenhorst.Stadt,Wohnungen_Insgesamt,K03401,38884.0
2019,Delmenhorst.Stadt,Wohnungen_Insgesamt,K03401,39096.0
2011,Emden Stadt,Wohnungen_Insgesamt,K03402,25540.0
2012,Emden Stadt,Wohnungen_Insgesamt,K03402,25641.0
2013,Emden Stadt,Wohnungen_Insgesamt,K03402,25744.0
2014,Emden Stadt,Wohnungen_Insgesamt,K03402,26046.0
2015,Emden Stadt,Wohnungen_Insgesamt,K03402,26122.0
2016,Emden Stadt,Wohnungen_Insgesamt,K03402,26252.0
2017,Emden Stadt,Wohnungen_Insgesamt,K03402,26475.0
2018,Emden Stadt,Wohnungen_Insgesamt,K03402,26541.0
2019,Emden Stadt,Wohnungen_Insgesamt,K03402,26562.0
2011,Oldenburg (Oldb) Stadt,Wohnungen_Insgesamt,K03403,85582.0
2012,Oldenburg (Oldb) Stadt,Wohnungen_Insgesamt,K03403,86642.0
2013,Oldenburg (Oldb) Stadt,Wohnungen_Insgesamt,K03403,87754.0
2014,Oldenburg (Oldb) Stadt,Wohnungen_Insgesamt,K03403,88504.0
2015,Oldenburg (Oldb) Stadt,Wohnungen_Insgesamt,K03403,89598.0
2016,Oldenburg (Oldb) Stadt,Wohnungen_Insgesamt,K03403,90940.0
2017,Oldenburg (Oldb) Stadt,Wohnungen_Insgesamt,K03403,92270.0
2018,Oldenburg (Oldb) Stadt,Wohnungen_Insgesamt,K03403,93475.0
2019,Oldenburg (Oldb) Stadt,Wohnungen_Insgesamt,K03403,94381.0
2011,Osnabrück Stadt,Wohnungen_Insgesamt,K03404,84484.0
2012,Osnabrück Stadt,Wohnungen_Insgesamt,K03404,84790.0
2013,Osnabrück Stadt,Wohnungen_Insgesamt,K03404,85216.0
2014,Osnabrück Stadt,Wohnungen_Insgesamt,K03404,85580.0
2015,Osnabrück Stadt,Wohnungen_Insgesamt,K03404,86081.0
2016,Osnabrück Stadt,Wohnungen_Insgesamt,K03404,86772.0
2017,Osnabrück Stadt,Wohnungen_Insgesamt,K03404,87201.0
2018,Osnabrück Stadt,Wohnungen_Insgesamt,K03404,87777.0
2019,Osnabrück Stadt,Wohnungen_Insgesamt,K03404,87956.0
2011,Wilhelmshaven Stadt,Wohnungen_Insgesamt,K03405,45124.0
2012,Wilhelmshaven Stadt,Wohnungen_Insgesamt,K03405,45188.0
2013,Wilhelmshaven Stadt,Wohnungen_Insgesamt,K03405,45205.0
2014,Wilhelmshaven Stadt,Wohnungen_Insgesamt,K03405,45330.0
2015,Wilhelmshaven Stadt,Wohnungen_Insgesamt,K03405,45384.0
2016,Wilhelmshaven Stadt,Wohnungen_Insgesamt,K03405,45480.0
2017,Wilhelmshaven Stadt,Wohnungen_Insgesamt,K03405,45551.0
2018,Wilhelmshaven Stadt,Wohnungen_Insgesamt,K03405,45672.0
2019,Wilhelmshaven Stadt,Wohnungen_Insgesamt,K03405,45759.0
2011,Ammerland,Wohnungen_Insgesamt,K03451,54651.0
2012,Ammerland,Wohnungen_Insgesamt,K03451,55334.0
2013,Ammerland,Wohnungen_Insgesamt,K03451,56229.0
2014,Ammerland,Wohnungen_Insgesamt,K03451,56919.0
2015,Ammerland,Wohnungen_Insgesamt,K03451,57466.0
2016,Ammerland,Wohnungen_Insgesamt,K03451,58256.0
2017,Ammerland,Wohnungen_Insgesamt,K03451,58878.0
2018,Ammerland,Wohnungen_Insgesamt,K03451,59683.0
2019,Ammerland,Wohnungen_Insgesamt,K03451,60782.0
2011,Aurich,Wohnungen_Insgesamt,K03452,92958.0
2012,Aurich,Wohnungen_Insgesamt,K03452,93614.0
2013,Aurich,Wohnungen_Insgesamt,K03452,94562.0
2014,Aurich,Wohnungen_Insgesamt,K03452,95372.0
2015,Aurich,Wohnungen_Insgesamt,K03452,96192.0
2016,Aurich,Wohnungen_Insgesamt,K03452,96986.0
2017,Aurich,Wohnungen_Insgesamt,K03452,97755.0
2018,Aurich,Wohnungen_Insgesamt,K03452,98330.0
2019,Aurich,Wohnungen_Insgesamt,K03452,99063.0
2011,Cloppenburg,Wohnungen_Insgesamt,K03453,61015.0
2012,Cloppenburg,Wohnungen_Insgesamt,K03453,61899.0
2013,Cloppenburg,Wohnungen_Insgesamt,K03453,62949.0
2014,Cloppenburg,Wohnungen_Insgesamt,K03453,64171.0
2015,Cloppenburg,Wohnungen_Insgesamt,K03453,65096.0
2016,Cloppenburg,Wohnungen_Insgesamt,K03453,66430.0
2017,Cloppenburg,Wohnungen_Insgesamt,K03453,67720.0
2018,Cloppenburg,Wohnungen_Insgesamt,K03453,69039.0
2019,Cloppenburg,Wohnungen_Insgesamt,K03453,70203.0
2011,Emsland,Wohnungen_Insgesamt,K03454,126879.0
2012,Emsland,Wohnungen_Insgesamt,K03454,128719.0
2013,Emsland,Wohnungen_Insgesamt,K03454,130666.0
2014,Emsland,Wohnungen_Insgesamt,K03454,133129.0
2015,Emsland,Wohnungen_Insgesamt,K03454,135112.0
2016,Emsland,Wohnungen_Insgesamt,K03454,137251.0
2017,Emsland,Wohnungen_Insgesamt,K03454,139485.0
2018,Emsland,Wohnungen_Insgesamt,K03454,141386.0
2019,Emsland,Wohnungen_Insgesamt,K03454,143470.0
2011,Friesland,Wohnungen_Insgesamt,K03455,49528.0
2012,Friesland,Wohnungen_Insgesamt,K03455,49836.0
2013,Friesland,Wohnungen_Insgesamt,K03455,50184.0
2014,Friesland,Wohnungen_Insgesamt,K03455,50721.0
2015,Friesland,Wohnungen_Insgesamt,K03455,51110.0
2016,Friesland,Wohnungen_Insgesamt,K03455,51649.0
2017,Friesland,Wohnungen_Insgesamt,K03455,52130.0
2018,Friesland,Wohnungen_Insgesamt,K03455,52706.0
2019,Friesland,Wohnungen_Insgesamt,K03455,53173.0
2011,Grafschaft Bentheim,Wohnungen_Insgesamt,K03456,56947.0
2012,Grafschaft Bentheim,Wohnungen_Insgesamt,K03456,57425.0
2013,Grafschaft Bentheim,Wohnungen_Insgesamt,K03456,58113.0
2014,Grafschaft Bentheim,Wohnungen_Insgesamt,K03456,58963.0
2015,Grafschaft Bentheim,Wohnungen_Insgesamt,K03456,59728.0
2016,Grafschaft Bentheim,Wohnungen_Insgesamt,K03456,60308.0
2017,Grafschaft Bentheim,Wohnungen_Insgesamt,K03456,61140.0
2018,Grafschaft Bentheim,Wohnungen_Insgesamt,K03456,61672.0
2019,Grafschaft Bentheim,Wohnungen_Insgesamt,K03456,62219.0
2011,Leer,Wohnungen_Insgesamt,K03457,76743.0
2012,Leer,Wohnungen_Insgesamt,K03457,77393.0
2013,Leer,Wohnungen_Insgesamt,K03457,78229.0
2014,Leer,Wohnungen_Insgesamt,K03457,79035.0
2015,Leer,Wohnungen_Insgesamt,K03457,79966.0
